Raman Shift (1/cm),Intensity (Counts)
1151.64,1619
1152.09,1592
1152.54,1598
1152.99,1601
1153.44,1582
1153.89,1596
1154.34,1624
1154.78,1602
1155.23,1568
1155.68,1594
1156.13,1633
1156.58,1586
1157.03,1540
1157.48,1598
1157.93,1607
1158.38,1587
1158.83,1611
1159.28,1601
1159.72,1591
1160.17,1608
1160.62,1607
1161.07,1559
1161.52,1600
1161.97,1562
1162.42,1607
1162.87,1604
1163.31,1587
1163.76,1637
1164.21,1594
1164.66,1611
1165.11,1542
1165.56,1601
1166.01,1595
1166.46,1600
1166.9,1612
1167.35,1562
1167.8,1612
1168.25,1592
1168.7,1586
1169.14,1606
1169.59,1594
1170.04,1560
1170.49,1605
1170.94,1584
1171.39,1586
1171.83,1608
1172.28,1604
1172.73,1583
1173.18,1586
1173.63,1595
1174.07,1604
1174.52,1582
1174.97,1609
1175.42,1601
1175.86,1574
1176.31,1612
1176.76,1576
1177.21,1585
1177.66,1604
1178.1,1607
1178.55,1594
1179,1597
1179.45,1601
1179.89,1592
1180.34,1580
1180.79,1597
1181.23,1627
1181.68,1598
1182.13,1595
1182.58,1603
1183.02,1600.87
1183.47,1577.68
1183.92,1585.69
1184.37,1603.08
1184.81,1581.1
1185.26,1596.84
1185.71,1573.53
1186.15,1590.09
1186.6,1597.8
1187.05,1607.23
1187.49,1603.17
1187.94,1574
1188.39,1599.94
1188.83,1587.61
1189.28,1626.86
1189.73,1570.33
1190.17,1589.94
1190.62,1615.98
1191.07,1599.68
1191.51,1607.65
1191.96,1573.94
1192.41,1595.66
1192.85,1593.61
1193.3,1596.04
1193.75,1601.87
1194.19,1609.76
1194.64,1578.94
1195.09,1604.82
1195.53,1597.15
1195.98,1576.46
1196.42,1590.73
1196.87,1574.89
1197.32,1602.97
